project,num_covered_instruction,num_uncovered_instruction,num_total_instruction,C0coverage
SoftInstigate/restheart,0,486,486,0
SoftInstigate/restheart,0,418,418,0
SoftInstigate/restheart,0,197,197,0
SoftInstigate/restheart,0,158,158,0
SoftInstigate/restheart,0,154,154,0
SoftInstigate/restheart,0,88,88,0
SoftInstigate/restheart,0,48,48,0
SoftInstigate/restheart,0,16,16,0
SoftInstigate/restheart,0,13,13,0
SoftInstigate/restheart,0,9,9,0
SoftInstigate/restheart,393,935,1328,30
SoftInstigate/restheart,617,834,1451,43
SoftInstigate/restheart,0,350,350,0
SoftInstigate/restheart,0,273,273,0
SoftInstigate/restheart,0,240,240,0
SoftInstigate/restheart,0,205,205,0
SoftInstigate/restheart,0,137,137,0
SoftInstigate/restheart,0,135,135,0
SoftInstigate/restheart,0,64,64,0
SoftInstigate/restheart,0,62,62,0
SoftInstigate/restheart,0,42,42,0
SoftInstigate/restheart,0,36,36,0
SoftInstigate/restheart,123,19,142,87
SoftInstigate/restheart,0,N/A,N/A,0
SoftInstigate/restheart,0,N/A,N/A,0
Unicon/cas-addons,0,98,98,0
Unicon/cas-addons,0,85,85,0
Unicon/cas-addons,53,2,55,96
Unicon/cas-addons,6,0,6,100
Unicon/cas-addons,36,6,42,86
Unicon/cas-addons,0,99,99,0
Unicon/cas-addons,0,50,50,0
Unicon/cas-addons,18,13,31,58
Unicon/cas-addons,19,3,22,86
Unicon/cas-addons,0,4,4,0
Unicon/cas-addons,0,129,129,0
Unicon/cas-addons,0,77,77,0
Unicon/cas-addons,0,74,74,0
Unicon/cas-addons,0,69,69,0
Unicon/cas-addons,30,68,98,31
Unicon/cas-addons,3,2,5,60
Unicon/cas-addons,0,30,30,0
Unicon/cas-addons,0,18,18,0
Unicon/cas-addons,3,41,44,7
Unicon/cas-addons,3,19,22,14
Unicon/cas-addons,294,13,307,96
Unicon/cas-addons,27,6,33,82
Unicon/cas-addons,N/A,N/A,N/A,88
Unicon/cas-addons,N/A,N/A,N/A,86
Unicon/cas-addons,N/A,N/A,N/A,97
Unicon/cas-addons,97,0,97,100
Unicon/cas-addons,71,0,71,100
Unicon/cas-addons,29,0,29,100
Unicon/cas-addons,29,0,29,100
Unicon/cas-addons,26,0,26,100
Unicon/cas-addons,24,0,24,100
Unicon/cas-addons,24,0,24,100
Unicon/cas-addons,23,0,23,100
Unicon/cas-addons,20,0,20,100
Unicon/cas-addons,18,0,18,100
Unicon/cas-addons,12,0,12,100
Unicon/cas-addons,12,0,12,100
Unicon/cas-addons,12,0,12,100
Unicon/cas-addons,12,0,12,100
Unicon/cas-addons,7,0,7,100
Unicon/cas-addons,7,0,7,100
Unicon/cas-addons,7,0,7,100
Unicon/cas-addons,7,0,7,100
Unicon/cas-addons,0,75,75,0
Unicon/cas-addons,0,69,69,0
Unicon/cas-addons,0,24,24,0
Unicon/cas-addons,14,78,92,15
Unicon/cas-addons,0,41,41,0
Unicon/cas-addons,0,34,34,0
Unicon/cas-addons,0,27,27,0
Unicon/cas-addons,0,27,27,0
Unicon/cas-addons,0,6,6,0
Unicon/cas-addons,0,6,6,0
Unicon/cas-addons,13,36,49,27
Unicon/cas-addons,13,36,49,27
Unicon/cas-addons,0,61,61,0
Unicon/cas-addons,0,91,91,0
Unicon/cas-addons,55,69,124,44
Unicon/cas-addons,0,35,35,0
Unicon/cas-addons,0,40,40,0
Unicon/cas-addons,0,30,30,0
Unicon/cas-addons,53,20,73,73
Unicon/cas-addons,143,95,238,60
Unicon/cas-addons,361,59,420,86
Unicon/cas-addons,180,91,271,66
Unicon/cas-addons,165,25,190,87
Unicon/cas-addons,0,20,20,0
Unicon/cas-addons,28,0,28,100
Unicon/cas-addons,15,0,15,100
Unicon/cas-addons,15,0,15,100
Unicon/cas-addons,0,127,127,0
Unicon/cas-addons,58,26,84,69
Unicon/cas-addons,147,6,153,96
Unicon/cas-addons,61,4,65,94
Unicon/cas-addons,3,0,3,100
Unicon/cas-addons,3,18,21,14
Unicon/cas-addons,33,87,120,28
Unicon/cas-addons,0,10,10,0
Unicon/cas-addons,18,0,18,100
Unicon/cas-addons,0,9,9,0
Unicon/cas-addons,0,94,94,0
Unicon/cas-addons,44,18,62,71
Unicon/cas-addons,0,13,13,0
Unicon/cas-addons,0,156,156,0
Unicon/cas-addons,0,72,72,0
Unicon/cas-addons,104,13,117,89
Unicon/cas-addons,19,85,104,18
Unicon/cas-addons,0,75,75,0
Unicon/cas-addons,68,0,68,100
Unicon/cas-addons,0,119,119,0
Unicon/cas-addons,0,50,50,0
Unicon/cas-addons,56,3,59,95
addthis/stream-lib,573,29,602,95
addthis/stream-lib,925,0,925,100
addthis/stream-lib,82,43,125,66
addthis/stream-lib,53,18,71,75
addthis/stream-lib,522,13,535,98
addthis/stream-lib,85,8,93,91
addthis/stream-lib,378,7,385,98
addthis/stream-lib,281,0,281,100
addthis/stream-lib,14,0,14,100
addthis/stream-lib,6,0,6,100
addthis/stream-lib,N/A,N/A,N/A,75
addthis/stream-lib,24271,0,24271,100
addthis/stream-lib,N/A,N/A,N/A,74
addthis/stream-lib,N/A,N/A,N/A,82
addthis/stream-lib,N/A,N/A,N/A,85
addthis/stream-lib,N/A,N/A,N/A,87
addthis/stream-lib,N/A,N/A,N/A,56
addthis/stream-lib,N/A,N/A,N/A,76
addthis/stream-lib,0,N/A,N/A,0
addthis/stream-lib,N/A,N/A,N/A,92
addthis/stream-lib,N/A,N/A,N/A,97
addthis/stream-lib,N/A,N/A,N/A,87
addthis/stream-lib,0,N/A,N/A,0
addthis/stream-lib,0,N/A,N/A,0
addthis/stream-lib,0,N/A,N/A,0
addthis/stream-lib,0,N/A,N/A,0
addthis/stream-lib,0,N/A,N/A,0
addthis/stream-lib,0,N/A,N/A,0
addthis/stream-lib,N/A,N/A,N/A,99
addthis/stream-lib,N/A,N/A,N/A,89
addthis/stream-lib,N/A,0,N/A,100
addthis/stream-lib,N/A,0,N/A,100
addthis/stream-lib,723,111,834,87
addthis/stream-lib,170,27,197,86
addthis/stream-lib,N/A,0,N/A,100
addthis/stream-lib,N/A,0,N/A,100
addthis/stream-lib,187,116,303,62
addthis/stream-lib,12,45,57,21
addthis/stream-lib,1000,24,1024,98
addthis/stream-lib,74,19,93,80
addthis/stream-lib,20,15,35,57
addthis/stream-lib,22,14,36,61
addthis/stream-lib,20,10,30,67
addthis/stream-lib,20,9,29,69
addthis/stream-lib,24,0,24,100
addthis/stream-lib,9,0,9,100
addthis/stream-lib,906,189,1095,83
addthis/stream-lib,793,147,940,84
addthis/stream-lib,807,54,861,94
addthis/stream-lib,181,26,207,87
addthis/stream-lib,N/A,N/A,N/A,96
addthis/stream-lib,85,0,85,100
addthis/stream-lib,15,0,15,100
addthis/stream-lib,0,356,356,0
addthis/stream-lib,0,184,184,0
addthis/stream-lib,152,162,314,48
addthis/stream-lib,9,86,95,9
addthis/stream-lib,20,25,45,44
addthis/stream-lib,0,13,13,0
addthis/stream-lib,53,11,64,83
addthis/stream-lib,53,5,58,91
addthis/stream-lib,45,4,49,92
addthis/stream-lib,29,4,33,88
addthis/stream-lib,15,4,19,79
addthis/stream-lib,51,3,54,94
addthis/stream-lib,24,3,27,89
addthis/stream-lib,17,3,20,85
addthis/stream-lib,228,0,228,100
bitcoinj/bitcoinj,0,844,844,0
bitcoinj/bitcoinj,0,526,526,0
bitcoinj/bitcoinj,0,462,462,0
bitcoinj/bitcoinj,0,432,432,0
bitcoinj/bitcoinj,0,422,422,0
bitcoinj/bitcoinj,0,394,394,0
bitcoinj/bitcoinj,0,98,98,0
bitcoinj/bitcoinj,0,10,10,0
bitcoinj/bitcoinj,0,10,10,0
bitcoinj/bitcoinj,0,10,10,0
bitcoinj/bitcoinj,0,8,8,0
bitcoinj/bitcoinj,2361,1436,3797,62
bitcoinj/bitcoinj,2255,829,3084,73
bitcoinj/bitcoinj,0,483,483,0
bitcoinj/bitcoinj,1322,360,1682,79
bitcoinj/bitcoinj,345,339,684,50
bitcoinj/bitcoinj,83,328,411,20
bitcoinj/bitcoinj,1413,278,1691,84
bitcoinj/bitcoinj,1199,259,1458,82
bitcoinj/bitcoinj,2046,232,2278,90
bitcoinj/bitcoinj,1015,200,1215,84
bitcoinj/bitcoinj,1489,189,1678,89
bitcoinj/bitcoinj,281,160,441,64
bitcoinj/bitcoinj,596,135,731,82
bitcoinj/bitcoinj,283,132,415,68
bitcoinj/bitcoinj,477,123,600,80
bitcoinj/bitcoinj,489,122,611,80
bitcoinj/bitcoinj,705,121,826,85
bitcoinj/bitcoinj,313,117,430,73
bitcoinj/bitcoinj,440,111,551,80
bitcoinj/bitcoinj,170,104,274,62
bitcoinj/bitcoinj,118,99,217,54
bitcoinj/bitcoinj,140,90,230,61
bitcoinj/bitcoinj,N/A,N/A,N/A,11
bitcoinj/bitcoinj,600,85,685,88
bitcoinj/bitcoinj,146,84,230,63
bitcoinj/bitcoinj,285,79,364,78
bitcoinj/bitcoinj,220,73,293,75
bitcoinj/bitcoinj,160,70,230,70
bitcoinj/bitcoinj,196,66,262,75
bitcoinj/bitcoinj,N/A,N/A,N/A,13
bitcoinj/bitcoinj,270,63,333,81
bitcoinj/bitcoinj,322,59,381,85
bitcoinj/bitcoinj,0,54,54,0
bitcoinj/bitcoinj,162,52,214,76
bitcoinj/bitcoinj,113,52,165,68
bitcoinj/bitcoinj,254,51,305,83
bitcoinj/bitcoinj,175,47,222,79
bitcoinj/bitcoinj,113,47,160,71
bitcoinj/bitcoinj,337,45,382,88
bitcoinj/bitcoinj,115,45,160,72
bitcoinj/bitcoinj,0,40,40,0
bitcoinj/bitcoinj,N/A,N/A,N/A,44
bitcoinj/bitcoinj,0,36,36,0
bitcoinj/bitcoinj,197,34,231,85
bitcoinj/bitcoinj,142,34,176,81
bitcoinj/bitcoinj,0,33,33,0
bitcoinj/bitcoinj,0,N/A,N/A,0
bitcoinj/bitcoinj,N/A,N/A,N/A,84
bitcoinj/bitcoinj,N/A,N/A,N/A,89
bitcoinj/bitcoinj,N/A,N/A,N/A,53
bitcoinj/bitcoinj,N/A,N/A,N/A,85
bitcoinj/bitcoinj,N/A,N/A,N/A,51
bitcoinj/bitcoinj,N/A,N/A,N/A,84
bitcoinj/bitcoinj,N/A,N/A,N/A,64
bitcoinj/bitcoinj,N/A,N/A,N/A,90
bitcoinj/bitcoinj,N/A,N/A,N/A,56
bitcoinj/bitcoinj,N/A,N/A,N/A,86
bitcoinj/bitcoinj,N/A,N/A,N/A,90
bitcoinj/bitcoinj,N/A,N/A,N/A,74
bitcoinj/bitcoinj,N/A,N/A,N/A,33
bitcoinj/bitcoinj,N/A,N/A,N/A,14
bitcoinj/bitcoinj,N/A,N/A,N/A,88
bitcoinj/bitcoinj,0,N/A,N/A,0
bitcoinj/bitcoinj,N/A,N/A,N/A,71
bitcoinj/bitcoinj,0,N/A,N/A,0
bitcoinj/bitcoinj,0,N/A,N/A,0
bitcoinj/bitcoinj,0,N/A,N/A,0
bitcoinj/bitcoinj,N/A,N/A,N/A,92
bitcoinj/bitcoinj,N/A,N/A,N/A,89
bitcoinj/bitcoinj,N/A,N/A,N/A,87
bitcoinj/bitcoinj,N/A,N/A,N/A,84
bitcoinj/bitcoinj,N/A,N/A,N/A,84
bitcoinj/bitcoinj,N/A,N/A,N/A,81
bitcoinj/bitcoinj,N/A,N/A,N/A,81
bitcoinj/bitcoinj,N/A,N/A,N/A,81
bitcoinj/bitcoinj,N/A,N/A,N/A,76
bitcoinj/bitcoinj,N/A,N/A,N/A,76
bitcoinj/bitcoinj,N/A,N/A,N/A,95
bitcoinj/bitcoinj,N/A,N/A,N/A,81
bitcoinj/bitcoinj,N/A,N/A,N/A,68
bitcoinj/bitcoinj,N/A,N/A,N/A,98
bitcoinj/bitcoinj,N/A,N/A,N/A,95
bitcoinj/bitcoinj,N/A,N/A,N/A,93
bitcoinj/bitcoinj,N/A,N/A,N/A,86
bitcoinj/bitcoinj,N/A,N/A,N/A,79
bitcoinj/bitcoinj,N/A,N/A,N/A,76
bitcoinj/bitcoinj,N/A,N/A,N/A,65
bitcoinj/bitcoinj,N/A,N/A,N/A,50
bitcoinj/bitcoinj,N/A,N/A,N/A,94
bitcoinj/bitcoinj,N/A,N/A,N/A,91
bitcoinj/bitcoinj,N/A,N/A,N/A,90
bitcoinj/bitcoinj,N/A,N/A,N/A,90
bitcoinj/bitcoinj,N/A,N/A,N/A,89
bitcoinj/bitcoinj,N/A,N/A,N/A,82
bitcoinj/bitcoinj,N/A,N/A,N/A,44
bitcoinj/bitcoinj,0,N/A,N/A,0
bitcoinj/bitcoinj,N/A,N/A,N/A,88
bitcoinj/bitcoinj,N/A,N/A,N/A,79
bitcoinj/bitcoinj,N/A,N/A,N/A,57
bitcoinj/bitcoinj,N/A,N/A,N/A,99
bitcoinj/bitcoinj,N/A,N/A,N/A,89
bitcoinj/bitcoinj,N/A,N/A,N/A,99
bitcoinj/bitcoinj,N/A,N/A,N/A,97
bitcoinj/bitcoinj,N/A,N/A,N/A,80
bitcoinj/bitcoinj,195,0,195,100
bitcoinj/bitcoinj,86,0,86,100
bitcoinj/bitcoinj,86,0,86,100
bitcoinj/bitcoinj,72,0,72,100
bitcoinj/bitcoinj,65,0,65,100
bitcoinj/bitcoinj,56,0,56,100
bitcoinj/bitcoinj,49,0,49,100
bitcoinj/bitcoinj,43,0,43,100
bitcoinj/bitcoinj,37,0,37,100
bitcoinj/bitcoinj,37,0,37,100
bitcoinj/bitcoinj,35,0,35,100
bitcoinj/bitcoinj,32,0,32,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,0,168,168,0
bitcoinj/bitcoinj,0,13,13,0
bitcoinj/bitcoinj,0,8,8,0
bitcoinj/bitcoinj,5,4,9,56
bitcoinj/bitcoinj,3,3,6,50
bitcoinj/bitcoinj,114,116,230,50
bitcoinj/bitcoinj,1046,113,1159,90
bitcoinj/bitcoinj,516,106,622,83
bitcoinj/bitcoinj,120,95,215,56
bitcoinj/bitcoinj,0,89,89,0
bitcoinj/bitcoinj,27,74,101,27
bitcoinj/bitcoinj,321,56,377,85
bitcoinj/bitcoinj,43,42,85,51
bitcoinj/bitcoinj,421,41,462,91
bitcoinj/bitcoinj,411,31,442,93
bitcoinj/bitcoinj,302,26,328,92
bitcoinj/bitcoinj,143,24,167,86
bitcoinj/bitcoinj,0,24,24,0
bitcoinj/bitcoinj,104,23,127,82
bitcoinj/bitcoinj,89,16,105,85
bitcoinj/bitcoinj,165,14,179,92
bitcoinj/bitcoinj,N/A,N/A,N/A,20
bitcoinj/bitcoinj,0,12,12,0
bitcoinj/bitcoinj,157,11,168,93
bitcoinj/bitcoinj,N/A,N/A,N/A,87
bitcoinj/bitcoinj,0,N/A,N/A,0
bitcoinj/bitcoinj,N/A,N/A,N/A,89
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,0,922,922,0
bitcoinj/bitcoinj,0,35,35,0
bitcoinj/bitcoinj,0,21,21,0
bitcoinj/bitcoinj,203,190,393,52
bitcoinj/bitcoinj,139,146,285,49
bitcoinj/bitcoinj,221,117,338,65
bitcoinj/bitcoinj,55,76,131,42
bitcoinj/bitcoinj,354,61,415,85
bitcoinj/bitcoinj,168,24,192,88
bitcoinj/bitcoinj,115,23,138,83
bitcoinj/bitcoinj,39,11,50,78
bitcoinj/bitcoinj,66,9,75,88
bitcoinj/bitcoinj,10,8,18,56
bitcoinj/bitcoinj,142,7,149,95
bitcoinj/bitcoinj,58,0,58,100
bitcoinj/bitcoinj,18,0,18,100
bitcoinj/bitcoinj,14,0,14,100
bitcoinj/bitcoinj,10,0,10,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,0,516,516,0
bitcoinj/bitcoinj,0,243,243,0
bitcoinj/bitcoinj,0,219,219,0
bitcoinj/bitcoinj,0,66,66,0
bitcoinj/bitcoinj,0,65,65,0
bitcoinj/bitcoinj,130,30,160,81
bitcoinj/bitcoinj,0,28,28,0
bitcoinj/bitcoinj,0,27,27,0
bitcoinj/bitcoinj,0,23,23,0
bitcoinj/bitcoinj,0,17,17,0
bitcoinj/bitcoinj,N/A,N/A,N/A,25
bitcoinj/bitcoinj,0,9,9,0
bitcoinj/bitcoinj,9,0,9,100
bitcoinj/bitcoinj,122,92,214,57
bitcoinj/bitcoinj,203,38,241,84
bitcoinj/bitcoinj,42,37,79,53
bitcoinj/bitcoinj,N/A,N/A,N/A,95
bitcoinj/bitcoinj,N/A,N/A,N/A,98
bitcoinj/bitcoinj,N/A,N/A,N/A,98
bitcoinj/bitcoinj,1461,0,1461,100
bitcoinj/bitcoinj,355,677,1032,34
bitcoinj/bitcoinj,98,513,611,16
bitcoinj/bitcoinj,98,513,611,16
bitcoinj/bitcoinj,283,498,781,36
bitcoinj/bitcoinj,552,248,800,69
bitcoinj/bitcoinj,648,214,862,75
bitcoinj/bitcoinj,829,187,1016,82
bitcoinj/bitcoinj,507,178,685,74
bitcoinj/bitcoinj,392,163,555,71
bitcoinj/bitcoinj,995,147,1142,87
bitcoinj/bitcoinj,223,144,367,61
bitcoinj/bitcoinj,223,144,367,61
bitcoinj/bitcoinj,50,118,168,30
bitcoinj/bitcoinj,0,101,101,0
bitcoinj/bitcoinj,0,89,89,0
bitcoinj/bitcoinj,102,80,182,56
bitcoinj/bitcoinj,449,60,509,88
bitcoinj/bitcoinj,71,51,122,58
bitcoinj/bitcoinj,361,44,405,89
bitcoinj/bitcoinj,372,39,411,91
bitcoinj/bitcoinj,67,33,100,67
bitcoinj/bitcoinj,41,23,64,64
bitcoinj/bitcoinj,38,21,59,64
bitcoinj/bitcoinj,N/A,N/A,N/A,27
bitcoinj/bitcoinj,490,16,506,97
bitcoinj/bitcoinj,76,14,90,84
bitcoinj/bitcoinj,41,14,55,75
bitcoinj/bitcoinj,524,12,536,98
bitcoinj/bitcoinj,0,12,12,0
bitcoinj/bitcoinj,64,11,75,85
bitcoinj/bitcoinj,69,10,79,87
bitcoinj/bitcoinj,28,10,38,74
bitcoinj/bitcoinj,N/A,N/A,N/A,98
bitcoinj/bitcoinj,N/A,N/A,N/A,92
bitcoinj/bitcoinj,N/A,N/A,N/A,91
bitcoinj/bitcoinj,N/A,N/A,N/A,87
bitcoinj/bitcoinj,N/A,N/A,N/A,88
bitcoinj/bitcoinj,0,N/A,N/A,0
bitcoinj/bitcoinj,0,N/A,N/A,0
bitcoinj/bitcoinj,N/A,N/A,N/A,82
bitcoinj/bitcoinj,N/A,N/A,N/A,87
bitcoinj/bitcoinj,N/A,N/A,N/A,95
bitcoinj/bitcoinj,N/A,N/A,N/A,95
bitcoinj/bitcoinj,N/A,N/A,N/A,90
bitcoinj/bitcoinj,N/A,N/A,N/A,86
bitcoinj/bitcoinj,N/A,N/A,N/A,81
bitcoinj/bitcoinj,N/A,N/A,N/A,71
bitcoinj/bitcoinj,N/A,N/A,N/A,82
bitcoinj/bitcoinj,55,0,55,100
bitcoinj/bitcoinj,42,0,42,100
bitcoinj/bitcoinj,39,0,39,100
bitcoinj/bitcoinj,39,0,39,100
bitcoinj/bitcoinj,21,0,21,100
bitcoinj/bitcoinj,21,0,21,100
bitcoinj/bitcoinj,20,0,20,100
bitcoinj/bitcoinj,19,0,19,100
bitcoinj/bitcoinj,15,0,15,100
bitcoinj/bitcoinj,10,0,10,100
bitcoinj/bitcoinj,10,0,10,100
bitcoinj/bitcoinj,10,0,10,100
bitcoinj/bitcoinj,10,0,10,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,324,205,529,61
bitcoinj/bitcoinj,418,118,536,78
bitcoinj/bitcoinj,0,65,65,0
bitcoinj/bitcoinj,0,38,38,0
bitcoinj/bitcoinj,19,26,45,42
bitcoinj/bitcoinj,0,9,9,0
bitcoinj/bitcoinj,7,8,15,47
bitcoinj/bitcoinj,0,8,8,0
bitcoinj/bitcoinj,0,8,8,0
bitcoinj/bitcoinj,0,8,8,0
bitcoinj/bitcoinj,0,N/A,N/A,0
bitcoinj/bitcoinj,0,N/A,N/A,0
bitcoinj/bitcoinj,0,N/A,N/A,0
bitcoinj/bitcoinj,9,0,9,100
bitcoinj/bitcoinj,8,0,8,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,3376,547,3923,86
bitcoinj/bitcoinj,278,124,402,69
bitcoinj/bitcoinj,837,69,906,92
bitcoinj/bitcoinj,N/A,N/A,N/A,99
bitcoinj/bitcoinj,N/A,N/A,N/A,84
bitcoinj/bitcoinj,118,0,118,100
bitcoinj/bitcoinj,94,27,121,78
bitcoinj/bitcoinj,124,9,133,93
bitcoinj/bitcoinj,141,8,149,95
bitcoinj/bitcoinj,3,4,7,43
bitcoinj/bitcoinj,12,0,12,100
bitcoinj/bitcoinj,11,0,11,100
bitcoinj/bitcoinj,3,0,3,100
bitcoinj/bitcoinj,1431,1090,2521,57
bitcoinj/bitcoinj,1650,701,2351,70
bitcoinj/bitcoinj,0,390,390,0
bitcoinj/bitcoinj,414,161,575,72
bitcoinj/bitcoinj,0,82,82,0
bitcoinj/bitcoinj,172,45,217,79
bitcoinj/bitcoinj,337,43,380,89
bitcoinj/bitcoinj,70,42,112,62
bitcoinj/bitcoinj,67,39,106,63
bitcoinj/bitcoinj,242,36,278,87
bitcoinj/bitcoinj,N/A,N/A,N/A,78
bitcoinj/bitcoinj,0,N/A,N/A,0
bitcoinj/bitcoinj,0,N/A,N/A,0
bitcoinj/bitcoinj,N/A,N/A,N/A,92
bitcoinj/bitcoinj,N/A,N/A,N/A,43
bitcoinj/bitcoinj,0,N/A,N/A,0
bitcoinj/bitcoinj,N/A,N/A,N/A,98
bitcoinj/bitcoinj,N/A,N/A,N/A,90
bitcoinj/bitcoinj,N/A,N/A,N/A,88
bitcoinj/bitcoinj,N/A,N/A,N/A,86
bitcoinj/bitcoinj,91,0,91,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,557,41,598,93
bitcoinj/bitcoinj,N/A,N/A,N/A,44
bitcoinj/bitcoinj,N/A,N/A,N/A,56
bitcoinj/bitcoinj,9,0,9,100
bitcoinj/bitcoinj,109,189,298,37
bitcoinj/bitcoinj,185,138,323,57
bitcoinj/bitcoinj,1375,92,1467,94
bitcoinj/bitcoinj,1075,83,1158,93
bitcoinj/bitcoinj,35,78,113,31
bitcoinj/bitcoinj,254,42,296,86
bitcoinj/bitcoinj,138,41,179,77
bitcoinj/bitcoinj,0,26,26,0
bitcoinj/bitcoinj,133,19,152,88
bitcoinj/bitcoinj,201,15,216,93
bitcoinj/bitcoinj,46,15,61,75
bitcoinj/bitcoinj,48,13,61,79
bitcoinj/bitcoinj,N/A,N/A,N/A,19
bitcoinj/bitcoinj,N/A,N/A,N/A,84
bitcoinj/bitcoinj,N/A,N/A,N/A,76
bitcoinj/bitcoinj,N/A,N/A,N/A,71
bitcoinj/bitcoinj,N/A,N/A,N/A,92
bitcoinj/bitcoinj,N/A,N/A,N/A,95
bitcoinj/bitcoinj,123,0,123,100
bitcoinj/bitcoinj,64,0,64,100
bitcoinj/bitcoinj,48,0,48,100
bitcoinj/bitcoinj,45,0,45,100
bitcoinj/bitcoinj,21,0,21,100
bitcoinj/bitcoinj,15,0,15,100
bitcoinj/bitcoinj,14,0,14,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,N/A,0,N/A,100
bitcoinj/bitcoinj,7737,1747,9484,82
bitcoinj/bitcoinj,2173,362,2535,86
bitcoinj/bitcoinj,1427,341,1768,81
bitcoinj/bitcoinj,1052,244,1296,81
bitcoinj/bitcoinj,382,130,512,75
bitcoinj/bitcoinj,190,125,315,60
bitcoinj/bitcoinj,N/A,N/A,N/A,17
bitcoinj/bitcoinj,N/A,N/A,N/A,80
bitcoinj/bitcoinj,N/A,N/A,N/A,96
bitcoinj/bitcoinj,N/A,N/A,N/A,82
bitcoinj/bitcoinj,N/A,N/A,N/A,87
bitcoinj/bitcoinj,N/A,N/A,N/A,79
bitcoinj/bitcoinj,0,N/A,N/A,0
bitcoinj/bitcoinj,N/A,N/A,N/A,78
bitcoinj/bitcoinj,N/A,N/A,N/A,62
bitcoinj/bitcoinj,N/A,N/A,N/A,64
bitcoinj/bitcoinj,N/A,N/A,N/A,70
bitcoinj/bitcoinj,N/A,N/A,N/A,88
bitcoinj/bitcoinj,N/A,N/A,N/A,84
bitcoinj/bitcoinj,N/A,N/A,N/A,81
bitcoinj/bitcoinj,N/A,N/A,N/A,81
bitcoinj/bitcoinj,N/A,N/A,N/A,81
bitcoinj/bitcoinj,N/A,N/A,N/A,84
bitcoinj/bitcoinj,N/A,N/A,N/A,97
bitcoinj/bitcoinj,N/A,N/A,N/A,91
bitcoinj/bitcoinj,N/A,N/A,N/A,91
bitcoinj/bitcoinj,N/A,N/A,N/A,69
bitcoinj/bitcoinj,N/A,N/A,N/A,44
bitcoinj/bitcoinj,N/A,N/A,N/A,88
bitcoinj/bitcoinj,N/A,N/A,N/A,88
bitcoinj/bitcoinj,0,N/A,N/A,0
bitcoinj/bitcoinj,0,N/A,N/A,0
